Adaptation ID,Open Comments,Adaptation Process Status,Compliance Status,Kosher Status,Graphics Status,Kosher Progress,Kosher Status.s,Staus for Compliance,Lookup Kosher Status,Proposal,Supplier,Buyer,Compliance,Kosher,Kosher Expirey Message,Request,Graphics,Buyer contacts for Adaptation,Supplier contact.s for Adaptation,Contractors contact.s for Adaptation,Compliance docs.,Graphic docs.,Kosher Docs.,Auto Number,Compliance Completion,dev | approved compliance records,dev | Approved Graphics Records,First Created,Graphics Completion,"ID",ID (lookup from Proposal),Kosher Progress %,Last Updated,Link to Project status,Link to Requests,Versioning
"Finely Chopped Tomatoes 3x400, Shufersal- La Doria, Italy, 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved,Has Kosher,"Finely Chopped Tomatoes 3x400, Shufersal- La Doria, Italy","La Doria, Italy",Shufersal,"Compliance: 000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]","Kosher: 000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]000310 - Red kidney beans ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]000307 - Cannellini beans,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]000297 - chickpeas ,No Uniqe nutritional attributes,380 [La Doria, Italy][Shufersal]", ⚠️ KOSHER EXPIRED 41 days ago,"Finely Chopped Tomatoes 3x400, Shufersal","Graphics: 000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,SFC144.70. Finely Chopped tomatoes in tomato juice - can 425 ml.pdf,Shufersal Polpa Fine 3x400g cluster in cartoncino - Tonygraf _48C10824AU5__1.pdf,909890685 renewal Eugea TOMATO.pdf,#144,1/1 approved ✅ ,1,1,"By Udi Stryk on 19 Jan, 2025",1/1 approved ✅ ,002219,002219,,"By Operation Manager on 23 Jan, 2025",,,
"Tomato based Paste sauces, 350 gr, Shufersal- La Doria, Italy, 20 Jan, 2025",0,,Not Started,New,Not Started,1,,New  | New  | New  | New ,,"Tomato based Paste sauces, 350 gr, Shufersal- La Doria, Italy","La Doria, Italy",Shufersal,"Compliance: 000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal], Compliance: 000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal], Compliance: 000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal], Compliance: 000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]","Kosher: 000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]", ⚠️ KOSHER EXPIRED  days ago,"Tomato based Paste sauces, 350 gr, Shufersal","Graphics: 000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal], Graphics: 000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal], Graphics: 000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,,Supersol Green (K) Sugo Bio Basilico 350g etichetta v6 - GAM (49B1F100AY9V00).pdf | Supersol Green (K) Sugo Bio Origano 350g etichetta v6 - GAM (49NAF100AY9V00).pdf,doch La Doria 24-10-23.pdf,#192,0/4 approved ⏳,0,2,"By Udi Stryk on 20 Jan, 2025",2/3 approved ⏳,002194,002194,,"By Operation Manager on 19 Feb, 2025",,,
"Pita Chips & Grissini, Shufersal- La Mole, Italy, 19 Jan, 2025",0,,Approved,New,Not Started,0.1,,Approved | New ,,"Pita Chips & Grissini, Shufersal- La Mole, Italy","La Mole, Italy",Shufersal,"Compliance: 000227 - Sfornatini 140g [La Mole, Italy][Shufersal], Compliance: 000228 - Pita Chips (Natural, Pizza, Paprika, Garlic, Herbs) [La Mole, Italy][Shufersal]",Kosher:, ⚠️ KOSHER EXPIRED  days ago,"Pita Chips & Grissini, Shufersal","Graphics: 000227 - Sfornatini 140g [La Mole, Italy][Shufersal], Graphics: 000228 - Pita Chips (Natural, Pizza, Paprika, Garlic, Herbs) [La Mole, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,2023 SFORNATINI OlioOliva MLBOXOLIO REV 10_ITA_ENG-5.pdf | SFORNATINI Sesamo MLBOXSES REV 10_ITA_ENGolio di girasole (1).pdf | SFORNATINI Sesamo MLBOXSES REV 10_ITA_ENGolio di girasole.pdf,tracciato box Sfornatini (1).pdf,,#186,1/2 approved ⏳,1,0,"By Udi Stryk on 19 Jan, 2025",0/2 approved ⏳,002240,002240,,"By SmartSuite Automation on 23 Jan, 2025",,,
"organic chestnuts, Shufersal- Maas Intersales, Netherlands, 19 Jan, 2025",0,,Not Started,New,Not Started,1,,New ,,"organic chestnuts, Shufersal- Maas Intersales, Netherlands","Maas Intersales, Netherlands",,"Compliance: 000060 - organic chestnuts [Maas Intersales, Netherlands][Shufersal]","Kosher: 000060 - organic chestnuts [Maas Intersales, Netherlands][Shufersal]",83 days remaining,"organic chestnuts, Shufersal","Graphics: 000060 - organic chestnuts [Maas Intersales, Netherlands][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,,new design2023_APP.pdf,"Tangshan City Meikeduo Food Co., Ltd._Star-K_03_13_2024 3132024  100055 A (2).pdf",#161,0/1 approved ⏳,0,1,"By Udi Stryk on 19 Jan, 2025",1/1 approved ✅ ,002215,002215,,"By SmartSuite Automation on 23 Jan, 2025",,,
", 19 Jan, 2025",0,,Not Started,New,Not Started,1,,Approved | New ,,,"Maas Intersales, Netherlands",Leiman Schlussel Ltd,"Compliance: 000075 - MUNCHIES SPICY RICE AND PEANUTS 200GR [Maas Intersales, Netherlands][Shufersal], Compliance: 000229 - Flavored coated peanuts [Maas Intersales, Netherlands][Leiman Schlussel Ltd]","Kosher: 000074 - MUNCHIES SPICY RICE AND PEANUTS 400GR [Maas Intersales, Netherlands][Shufersal]000075 - MUNCHIES SPICY RICE AND PEANUTS 200GR [Maas Intersales, Netherlands][Shufersal]000229 - Flavored coated peanuts [Maas Intersales, Netherlands][Leiman Schlussel Ltd]",570 days remaining,,"Graphics: 000074 - MUNCHIES SPICY RICE AND PEANUTS 400GR [Maas Intersales, Netherlands][Shufersal], Graphics: 000075 - MUNCHIES SPICY RICE AND PEANUTS 200GR [Maas Intersales, Netherlands][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,2025-01-07 MI_Product description Rice Cracker Nut_H17960900 .pdf,,Shufersal LTD. dba Supersol LTD..pdf,#187,1/2 approved ⏳,1,0,"By Udi Stryk on 19 Jan, 2025",0/2 approved ⏳,#187,,,"By Udi Stryk on 22 Apr, 2025",,,
", 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved,,,"Mueloliva , Spain",Shufersal,"Compliance: 000081 - 750ML EXTRA VIRGIN OLIVE OIL [Mueloliva , Spain][Marav Mazonkol (Osher Ad)]","Kosher: 000081 - 750ML EXTRA VIRGIN OLIVE OIL [Mueloliva , Spain][Marav Mazonkol (Osher Ad)]000360 - Extra virgin olive oil 750 ml- Meuloliva [Mueloliva , Spain][Dor Alon]", ⚠️ KOSHER EXPIRED 161 days ago,,"Graphics: 000081 - 750ML EXTRA VIRGIN OLIVE OIL [Mueloliva , Spain][Marav Mazonkol (Osher Ad)]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,Meuloliva olive oil technical data 2025_1.pdf,K459_OliveOil_750ml_MuelOliva_659891.pdf | 750 back.pdf | 750 front.pdf,CERTIFICADO KOSHER-MARCAS PROPIAS (Hasta 30112025) (3).pdf,#140,1/1 approved ✅ ,1,1,"By Udi Stryk on 19 Jan, 2025",1/1 approved ✅ ,#140,,,"By Operation Manager on 20 Feb, 2025",,,
"Sultanas Organic 250 and 500  gr., Shufersal- Ozgur, Turkey, 19 Jan, 2025",0,,Not Started,New,Not Started,0.1,,Approved | Approved,,"Sultanas Organic 250 and 500  gr., Shufersal- Ozgur, Turkey","Ozgur, Turkey",Shufersal,"Compliance: 000031 - Sultana raisins, Organic 250 gr, Shufersal [Ozgur, Turkey][Shufersal], Compliance: 000266 - Sultana raisins, Organic 500 gr. Shufersal [Ozgur, Turkey][Shufersal]","Kosher: 000031 - Sultana raisins, Organic 250 gr, Shufersal [Ozgur, Turkey][Shufersal]000266 - Sultana raisins, Organic 500 gr. Shufersal [Ozgur, Turkey][Shufersal]", ⚠️ KOSHER EXPIRED  days ago,"Sultanas Organic 250 and 500  gr., Shufersal","Graphics: 000031 - Sultana raisins, Organic 250 gr, Shufersal [Ozgur, Turkey][Shufersal], Graphics: 000266 - Sultana raisins, Organic 500 gr. Shufersal [Ozgur, Turkey][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,FN-01 Özgür Final Product Specification.pdf | FN-01 Özgür Final Product Specification.pdf,,,#157,2/2 approved ✅ ,2,0,"By Udi Stryk on 19 Jan, 2025",0/2 approved ⏳,002225,002225,,"By SmartSuite Automation on 23 Jan, 2025",,,
"Pasta, Shufersal- Pasta Di- Martino, Italy, 19 Jan, 2025",0,,Not Started,New,Not Started,,,,,"Pasta, Shufersal- Pasta Di- Martino, Italy","Pasta Di- Martino, Italy",Shufersal,,,,"Pasta, Shufersal",,"Mrs. Meirav Markel, Food Technologist,Shufersal",,,,,,#143,0/0 approved ⏳,0,0,"By Udi Stryk on 19 Jan, 2025",0/0 approved ⏳,002252,002252,,"By Udi Stryk on 21 Jan, 2025",,,
", 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved | Approved | Approved,,,"Pastificio Mennucci S.P.A, Italy",Shufersal,"Compliance: 000028 - Gluten free fusilli [Pastificio Mennucci S.P.A, Italy][], Compliance: 000027 - Gluten free spaghetti [Pastificio Mennucci S.P.A, Italy][], Compliance: 000026 - penne gluten free 400 gr [Pastificio Mennucci S.P.A, Italy][Shufersal]","Kosher: 000028 - Gluten free fusilli [Pastificio Mennucci S.P.A, Italy][]000027 - Gluten free spaghetti [Pastificio Mennucci S.P.A, Italy][]000026 - penne gluten free 400 gr [Pastificio Mennucci S.P.A, Italy][Shufersal]",234 days remaining,,"Graphics: 000026 - penne gluten free 400 gr [Pastificio Mennucci S.P.A, Italy][Shufersal], Graphics: 000027 - Gluten free spaghetti [Pastificio Mennucci S.P.A, Italy][], Graphics: 000028 - Gluten free fusilli [Pastificio Mennucci S.P.A, Italy][]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,CoA PO114911 INV.12063-4.pdf | CoA PO114911 INV.12063-2.pdf | CoA PO114911 INV.12063-3.pdf | CoA PO114911 INV.12063-5.pdf | CoA PO114911 INV.12063-6.pdf | CoA PO114911 INV.12063-7.pdf | CoA PO114911 INV.12063-8.pdf | CoA PO114911 INV.12063-10.pdf | CoA PO114911 INV.12063-9.pdf,Penne-VARIATION LOT-01.pdf | Fusilli-VARIATION LOT.pdf,kosher 31-10-2024.pdf | כשר פרווה בלינוב- חדד.docx | 2023 KCB Cellino (1).pdf | Kosher Pastificio Di Martino Gaetano and F.lli spa.pdf,#185,3/3 approved ✅ ,3,0,"By Udi Stryk on 19 Jan, 2025",0/3 approved ⏳,#185,,,"By Operation Manager on 19 Feb, 2025",,,
", 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved,,,"Pata S.P.A, Italy",Schestowitz,"Compliance: 000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]","Kosher: 000136 - TORTILLA
  CHIPS ""PAQUITA"" 50 gr [Pata S.P.A, Italy][Schestowitz]000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]000341 - PATA NACHOS TORTILLA 200G KFP [Pata S.P.A, Italy][Schestowitz]000137 - CORN CHIPS
  ""PAQUITA"" 50 gr [Pata S.P.A, Italy][Schestowitz]000138 - RIPPLED
  CHIPS (GRIGLIATA) 50 gr [Pata S.P.A, Italy][Schestowitz]000139 - Law Fat and Clories chips [Pata S.P.A, Italy][Schestowitz]000140 - CORN CHIPS ""PAQUITA"" 200 gr., White corn flour [Pata S.P.A, Italy][Schestowitz]000230 - CHIPS
  SALTED 50 gr [Pata S.P.A, Italy][Schestowitz]",535 days remaining,,"Graphics: 000136 - TORTILLA
  CHIPS ""PAQUITA"" 50 gr [Pata S.P.A, Italy][Schestowitz], Graphics: 000137 - CORN CHIPS
  ""PAQUITA"" 50 gr [Pata S.P.A, Italy][Schestowitz], Graphics: 000138 - RIPPLED
  CHIPS (GRIGLIATA) 50 gr [Pata S.P.A, Italy][Schestowitz], Graphics: 000139 - Law Fat and Clories chips [Pata S.P.A, Italy][Schestowitz], Graphics: 000140 - CORN CHIPS ""PAQUITA"" 200 gr., White corn flour [Pata S.P.A, Italy][Schestowitz], Graphics: 000230 - CHIPS
  SALTED 50 gr [Pata S.P.A, Italy][Schestowitz], Graphics: 000342 - PATA NACHOS TORTILLA WHITE CORN [Pata S.P.A, Italy][Schestowitz]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,analysis 181223.pdf | gluten free certification 181223.pdf,,Certificato Kosher 2023_2024.pdf,#146,1/1 approved ✅ ,1,0,"By Udi Stryk on 19 Jan, 2025",0/7 approved ⏳,#146,,,"By Operation Manager on 19 Feb, 2025",,,
"Lemon Juice for salads, Shufersal- Polenghi, Italy, Lemon Juice for salads, Ta'aman- Polenghi, Italy, 19 Jan, 2025",0,Complete,Approved,Has Kosher,Approval,,,Approved | Approved | Approved | Approved,Has Kosher,"Lemon Juice for salads, Shufersal- Polenghi, Italy, Lemon Juice for salads, Ta'aman- Polenghi, Italy","Polenghi, Italy",Shufersal,"Compliance: 000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman], Compliance: 000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman], Compliance: 000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman], Compliance: 000323 - LEMON JUICE 1L. TAAMAN [Polenghi, Italy][Ta'aman]","Kosher: 000025 - PRESERVED LEMON JUICE 200 ML [Polenghi, Italy][Ta'aman]000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman], Kosher: 000399 - Preserved Lemon Juice 200ml [Polenghi, Italy][Shufersal]000400 - Preserved Lemon Juice 500ml [Polenghi, Italy][Shufersal]000401 - Natural Lemon Juice 250ml - Preservative Free [Polenghi, Italy][Shufersal]", ⚠️ KOSHER EXPIRED 161 days ago |  ⚠️ KOSHER EXPIRED 161 days ago,"Lemon Juice for salads, Shufersal | Lemon Juice for salads, Ta'aman","Graphics: 000024 - Natural Lemon Juice 250ml. [Polenghi, Italy][Ta'aman], Graphics: 000323 - LEMON JUICE 1L. TAAMAN [Polenghi, Italy][Ta'aman], Graphics: 000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,COC 500 ml  24.06.03 SU0319 L4026 (1).pdf | COC 200 ml  24.03.06 SU1074 L4037.pdf | ST040_000005_L02_REV0_12_SUPERSOL.pdf | COC 200 ml  24.03.06 SU1074 L4037.pdf | ST019_000112_L45_REV1_12 (1).pdf,K306_lemon_juice_250ml_LABEL_404903.pdf | Etichetta  90 X 135.pdf | FUSTELLA 160x67 - 500ML.pdf | Etichetta  90 X 135 (1).pdf | FUSTELLA 160x67 - 500ML (1).pdf | Etichetta  90 X 135.pdf | FUSTELLA 160x67 - 500ML.pdf,כשרות לפסח ספק איטלקי.pdf | Kosher 2025 (1).pdf | Shufersal KC (1).pdf,#177,4/4 approved ✅ ,4,0,"By Udi Stryk on 19 Jan, 2025",0/3 approved ⏳,002285002231,002285 | 002231,,"By Operation Manager on 6 Apr, 2025","Kosher certificate for lemon juice for Shufersal, kosher certification Pelonghi",,
"Lemon Juice for salads, Ta'aman- Polenghi, Italy, 30 Mar, 2025",0,New,Not Started,New,Not Started,,New,,,"Lemon Juice for salads, Ta'aman- Polenghi, Italy","Polenghi, Italy",Ta'aman,,,,"Lemon Juice for salads, Ta'aman","Graphics: 000023 - PRESERVED LEMON JUICE 500 ML. [Polenghi, Italy][Ta'aman], Graphics: 000323 - LEMON JUICE 1L. TAAMAN [Polenghi, Italy][Ta'aman]","Tali   Niakan, ,Ta'aman",,,,doc01586320250330094520.pdf | doc01560520250320124648.pdf,,#236,0/0 approved ⏳,0,2,"By Operation Manager on 30 Mar, 2025",2/2 approved ✅ ,002231,002231,,"By Operation Manager on 30 Mar, 2025",,"Lemon Juice for salads, Ta'aman",1
"750 ml. Olive oil to H. Cohen (Yesh P.L), H. Cohen Import Marketing & Logistics Ltd- Poyraz, Turkey, 22 Jan, 2025",0,,Not Started,New,Not Started,,,Approved,,"750 ml. Olive oil to H. Cohen (Yesh P.L), H. Cohen Import Marketing & Logistics Ltd- Poyraz, Turkey","Poyraz, Turkey",H. Cohen Import Marketing & Logistics Ltd,"Compliance: 000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]","Kosher: 000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]",326 days remaining,"750 ml. Olive oil to H. Cohen (Yesh P.L), H. Cohen Import Marketing & Logistics Ltd","Graphics: 000325 - Poyraz, 750 ml. Extra Virgin Olive Oil, H. cohen (Yesh Private label) [Poyraz, Turkey][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,Lot 1144 Analysis Certificate.pdf | Specification.pdf,image (2).png,Poyraz Zeytinyagi LOC 2023(1).pdf,#193,1/1 approved ✅ ,1,1,"By Operation Manager on 22 Jan, 2025",1/1 approved ✅ ,002269,002269,,"By Operation Manager on 22 Jan, 2025",,,
"750ML EXTRA VIRGIN OLIVE OIL, Marav Mazonkol (Osher Ad)- Poyraz, Turkey, 22 Jan, 2025",0,,Not Started,New,Not Started,,,Approved,,"750ML EXTRA VIRGIN OLIVE OIL, Marav Mazonkol (Osher Ad)- Poyraz, Turkey","Poyraz, Turkey",Marav Mazonkol (Osher Ad),"Compliance: 000259 - Poyraz Extra Virgin Olive Oil, Ohser- Ad [Poyraz, Turkey][Shufersal]","Kosher: 000259 - Poyraz Extra Virgin Olive Oil, Ohser- Ad [Poyraz, Turkey][Shufersal]",326 days remaining,"750ML EXTRA VIRGIN OLIVE OIL, Marav Mazonkol (Osher Ad)","Graphics: 000259 - Poyraz Extra Virgin Olive Oil, Ohser- Ad [Poyraz, Turkey][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,SU.SP.01 Extra Virgin Olive Oil Specification Rev.01.pdf,,Poyraz Zeytinyagi LOC 2023(1).pdf,#194,1/1 approved ✅ ,1,0,"By Operation Manager on 22 Jan, 2025",0/1 approved ⏳,002206,002206,,"By Operation Manager on 23 Jan, 2025",,,
"EXTRA VIRGIN OLIVE OIL 750 & 500 ML, Shufersal- Poyraz, Turkey, 19 Jan, 2025",0,,Not Started,New,Not Started,,,Approved,,"EXTRA VIRGIN OLIVE OIL 750 & 500 ML, Shufersal- Poyraz, Turkey","Poyraz, Turkey",Shufersal,"Compliance: 000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]","Kosher: 000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]",326 days remaining,"EXTRA VIRGIN OLIVE OIL 750 & 500 ML, Shufersal","Graphics: 000288 - Poyraz Extra Virgin Olive Oil, Shufersal [Poyraz, Turkey][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,Lot 1144 Analysis Certificate.pdf | Specification 1144.pdf,,Poyraz Zeytinyagi LOC 2023(1).pdf,#145,1/1 approved ✅ ,1,1,"By Udi Stryk on 19 Jan, 2025",1/1 approved ✅ ,002259,002259,,"By Operation Manager on 22 Jan, 2025",,,
"Finely chopped tomatoes crop 2022, ProPlus- Solana, Italy, 19 Jan, 2025",0,,Not Started,New,Not Started,1,,Approved,,"Finely chopped tomatoes crop 2022, ProPlus- Solana, Italy","Solana, Italy",ProPlus,"Compliance: 000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]","Kosher: 000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]",326 days remaining,"Finely chopped tomatoes crop 2022, ProPlus","Graphics: 000277 - Finely chopped tomatoes crop 2022 [Solana, Italy][ProPlus]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,SAC PROPLUS - Polpa Estrusa 4.1Kg_F229_F230_anl2022.pdf,Etichetta - solona crushed tomatoes - proplus4.4.22.pdf,KOSHER Gariga exp31 07 2024.pdf,#136,1/1 approved ✅ ,1,1,"By Udi Stryk on 19 Jan, 2025",1/1 approved ✅ ,002250,002250,,"By SmartSuite Automation on 23 Jan, 2025",,,
"Cookies from Vicenzi, Shufersal- Vicenzi, Italy, 19 Jan, 2025",0,Complete,Approved,Has Kosher,Approval,1,,New  | Approved | Approved | Approved,,"Cookies from Vicenzi, Shufersal- Vicenzi, Italy","Vicenzi, Italy",Shufersal,"Compliance: 000276 - vanila filled cookies 150 gr [Vicenzi, Italy][Shufersal], Compliance: 000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal], Compliance: 000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal], Compliance: 000092 - Ladyfingers ""Shufersal"" 200g [Vicenzi, Italy][Shufersal]","Kosher: 000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal]000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal]000020 - Gluten free cookies chocolate filled [Vicenzi, Italy][Shufersal]000021 - Gluten free cookies lemon filled [Vicenzi, Italy][Shufersal]000022 - Gluten Free BISCUITS 125 G [Vicenzi, Italy][Shufersal]000276 - vanila filled cookies 150 gr [Vicenzi, Italy][Shufersal], Kosher: 000092 - Ladyfingers ""Shufersal"" 200g [Vicenzi, Italy][Shufersal]",83 days remaining | 117 days remaining,"Cookies from Vicenzi, Shufersal","Graphics: 000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal], Graphics: 000092 - Ladyfingers ""Shufersal"" 200g [Vicenzi, Italy][Shufersal], Graphics: 000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal], Graphics: 000276 - vanila filled cookies 150 gr [Vicenzi, Italy][Shufersal], Graphics: 000092 - Ladyfingers ""Shufersal"" 200g [Vicenzi, Italy][Shufersal], Graphics: 000018 - CHOCOLATE CREAM FILLED COOKIES 150 GR
 [Vicenzi, Italy][Shufersal], Graphics: 000019 - HAZELNUT CREAM FILLED COOKIES 150 GR [Vicenzi, Italy][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,2102_Shufersal_ Chocolate 150g_2024 Vicenzi Technical sheet.pdf | 2103_Shufersal_ Hazelnut 150g_2024 Vicenzi Technical sheet.pdf | 5212 Ladyfingers 200g Vicenzi Technical sheet.pdf,S010_FilledCookies_150g_161981_2.pdf | S023_Biscotti_200g_218807.pdf | S010_FilledCookies_Hazelnut_150g_162001_1.pdf | S010_FilledCookies_Vanilla_150g_526407.pdf | S023_Biscotti_200g_218807 (2).pdf | S010_FilledCookies_150g_161981 (2).pdf | S010_FilledCookies_Hazelnut_150g_162001 (2).pdf,kosher certificate vicenzi shufersal 3454 GF.pdf | Vicenzi Report Dec. 2024.pdf | Vicenzi report gluten free 10-12-24.pdf | LOC.pdf | Vicenzi report shufersal 0565.pdf,#135,3/4 approved ⏳,3,7,"By Udi Stryk on 19 Jan, 2025",7/7 approved ✅ ,002199,002199,,"By Operation Manager on 6 Apr, 2025","Update lable, Shufersal update the logo for vicenzi cookies, Kosher certification for vicenzi, Update on the gluten-free cream-filled cookies –Vicenzi","Cookies from Vicenzi, Shufersal",1
"Vegetable chips 85gr, Shufersal- Viube/Grupo Apex/ Mikso, Spain, 19 Jan, 2025",0,,Not Started,Has Kosher,Not Started,,,Approved | Approved | Approved,,"Vegetable chips 85gr, Shufersal- Viube/Grupo Apex/ Mikso, Spain","Viube/Grupo Apex/ Mikso, Spain",Shufersal,"Compliance: 000094 - striped beetroot&white potato chips 85gr(KOSHER FOR PASSOVER) [Viube/Grupo Apex/ Mikso, Spain][Shufersal], Compliance: 000095 - orange sweet potato&purple sweet chips85(KOSHER FOR PASSOVER) [Viube/Grupo Apex/ Mikso, Spain][Shufersal], Compliance: 000102 - Parsnip sweet potato&beetroot chips 85gr(KOSHER FOR PASSOVER) [Viube/Grupo Apex/ Mikso, Spain][Shufersal]","Kosher: 000348 - Parsnip sweet potato&beetroot chips 85gr [Viube/Grupo Apex/ Mikso, Spain][Shufersal]000350 - orange sweet potato&purple sweet chips85 [Viube/Grupo Apex/ Mikso, Spain][Shufersal]000351 - striped beetroot&white potato chips 85gr [Viube/Grupo Apex/ Mikso, Spain][Shufersal]",265 days remaining,"Vegetable chips 85gr, Shufersal","Graphics: 000348 - Parsnip sweet potato&beetroot chips 85gr [Viube/Grupo Apex/ Mikso, Spain][Shufersal], Graphics: 000350 - orange sweet potato&purple sweet chips85 [Viube/Grupo Apex/ Mikso, Spain][Shufersal], Graphics: 000351 - striped beetroot&white potato chips 85gr [Viube/Grupo Apex/ Mikso, Spain][Shufersal]","Mrs. Meirav Markel, Food Technologist,Shufersal",,,"114392 Certificate of analysis and statement check list - Parsnip, sweet potato, beetroot with a pinch of black pepper 85g.docx | 114392 Certificate of analysis and statement check list - Purple and orange sweet potato chips, 85g.docx | 114392 Certificate of analysis and statement check list -White sweet potato and striped beetroot chips 85g.docx",,KOVIUBE-5176103814 (1).pdf,#173,3/3 approved ✅ ,3,0,"By Udi Stryk on 19 Jan, 2025",0/3 approved ⏳,002190,002190,,"By Operation Manager on 23 Jan, 2025",,,
