Shipping ID,Arrival Date,Arrival Filter,Buyer,Buyer's P.O Lines Confirmation,Cartons Per Shipment,Cartons Per Shipment (from Report),Comments,Commission Difference,Commission from Report,Commission payment ($/€),Commission Rate (%),Commission Rates,Completed Fields,Completion Percentage,Container number/ ID,Container Size,Currency for P.O,Days to destination,Delay in Ports,dev - Confirmation Received,dev - Order Status (Formula),Difference (Cartons/🚢 est vs actual),Difference (Estimated vs Arrived),Difference between order & Shipping,Difference Units/🚢 (est. vs actual),Differnce between Shipping & Invoice (ILS),Dry/ Reefer Container?,Est. Arrival in Next 14 days,Est. Arrival in Next 30 days,Est. Arrival in Next 7 days,Est. Arrival in past 14 days,Est. Arrival in past 30 days,Est. Arrival in past 7 days,First Created,Formula Shorba,Invoice ID,Invoice Status,Last Updated,Link to Invoices,Link to Project status,Linked Order line,Loading Start/Commercial invoice DATE,Lookup OL Statuses,Lookup Order Status,LookupTEMP,Open Comments,Order,Order line ID,Order Line Items,Order Lines SUM. Price,Order Status (No Needed),Payer,Percent Completed,Percentage arrived in shipment,Purchase order files (Orders),Requested delivery date,Shipment Number (Buyer Ref.),Shipment's Invoice.s SUM. $/€,Shipping company,Shipping documentation,Shipping Status,Supplier,Supplier's Invoice Number.s,Units Per Shipment,Units Per Shipment (from Report)
"20  - Order: 000329-SHF [114696],Ardo, Belgium",,,Shufersal,,,,,,,0.000,3.00,"Ardo, Belgium  _ Shufersal",,,,40 FT.,EUR,18,10,No,Supplied to Buyer,,,,,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 13 Jan, 2025",,,,"By Udi Stryk on 20 Feb, 2025",,,20,,Supplied to Buyer,Supplied to Buyer,,0,Order: 000329-SHF [114696],#1052,"20  _   000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]  _  Order: 000329-SHF [114696]",,Supplied to Buyer,Buyer,,"-,100.000%",Print data.PDF,18/2/2024,,,,,In Transit,"Ardo, Belgium",,,
"20  - Order: 000314-SHF [115550],Ardo, Belgium",21/1/2025,,Shufersal,,27,,יצא חש' SI256000017,,,609.0942,3.00,"Ardo, Belgium  _ Shufersal",,,TEMU925198/0,40 FT.,EUR,8,10,No,Completed,27,,20303.14,1890,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 4 Feb, 2025",,,,"By Success Management on 19 Jun, 2025",,,20,3/1/2025,Supplied to Buyer,Completed,,0,Order: 000314-SHF [115550],#1272,"20  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000314-SHF [115550]",,Completed,Buyer,,"-,100.000%",הזמנת רכש 0000115550.PDF,19/1/2025,,20303.14,,set shufersal 115550-20 - so 144479 (1).pdf,Delivered to Buyer,"Ardo, Belgium",9000027239,1890,
"20  - Order: 000217-SHF [115501],Ardo, Belgium",9/12/2024,,Shufersal,,,,,,,737.37,3.00,"Ardo, Belgium  _ Shufersal",,,CAAU 4028089,40 FT.,EUR,8,10,No,Supplied to Buyer,,,24579,0,"48,376.170",,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 13 Nov, 2024",,"SI256000004, 20  - Order: 000217-SHF [115501],Ardo, Belgium30  - Order: 000217-SHF [115501],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI256000004, 20  - Order: 000217-SHF [115501],Ardo, Belgium30  - Order: 000217-SHF [115501],Ardo, Belgium",,20,21/11/2024,Supplied to Buyer,Supplied to Buyer,"48,376.170",0,Order: 000217-SHF [115501],#879,"20  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000217-SHF [115501]",,Supplied to Buyer,Buyer,0.82,"-,100.000%",order_115501.PDF,15/12/2024,,24579,MSC,set Shufersam 115501-20 - so 124384.pdf,Delivered to Buyer,"Ardo, Belgium",9000025465,1890,1890
"20  - Order: 000205-SHF [115457],Ardo, Belgium",14/11/2024,"Next 15 days, Next 30 days",Shufersal,"115457, 20",1889,1889,,,,736.9935,3.00,"Ardo, Belgium  _ Shufersal",,,SEKU909712/7,40 FT.,EUR,10,10,Yes,Completed,0,,24566.45,0,"27,982.450",,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 29 Oct, 2024",,"SI246000206, 20  - Order: 000205-SHF [115457],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000206, 20  - Order: 000205-SHF [115457],Ardo, Belgium",,20,25/10/2024,Supplied to Buyer,Completed,"24,566.450",0,Order: 000205-SHF [115457],#855,"20  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000205-SHF [115457]",,Completed,Buyer,1,"-,100.000%",order num. 115457.pdf,17/11/2024,29566,24566.45,Borchard Lines,set Shufersal 115457-20.pdf,Delivered to Buyer,"Ardo, Belgium",9000024345,31483,31483
"20  - Order: 000185-SHF [115337],Ardo, Belgium",6/7/2024,,Shufersal,,1920,1920,הופק חש' בפריורטי עבור כמה הזמנות יחד. לבדוק ממה ההפרש נובע,,,749.0879999999999,3.00,"Ardo, Belgium  _ Shufersal",,,CAAU4028495,40 FT.,EUR,8,10,No,Supplied to Buyer,0,,24969.6,0,"169,629.140",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 11 Jan, 2025",,"SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",Paid,"By Success Management on 25 Feb, 2025","SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",,20,18/6/2024,Supplied to Buyer,Supplied to Buyer,"148,184.770",0,Order: 000185-SHF [115337],#949,"20  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000185-SHF [115337]",0.000,Supplied to Buyer,Buyer,1,"-,100.000%",order_115337.PDF,25/8/2024,,24969.6,LUCY BORCHARD,93562.pdf,Delivered to Buyer,"Ardo, Belgium",,28800,28800
"20  - Order: 000171-SHF [115302],Ardo, Belgium",12/11/2024,"Next 15 days, Next 30 days",Shufersal,"115302, 20",27,,יש הפרש קטן בין חש' פריורטי למשלוח. חש' שולמה,,,609.0942,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU652838/3,40 FT.,EUR,8,10,Yes,Completed,27,,20303.14,1890,"23,194.600",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Udi Stryk on 31 Oct, 2024",,"SI246000201, 20  - Order: 000171-SHF [115302],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000201, 20  - Order: 000171-SHF [115302],Ardo, Belgium",,20,25/10/2024,Supplied to Buyer,Completed,"20,298.600",0,Order: 000171-SHF [115302],#872,"20  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000171-SHF [115302]",,Completed,Buyer,1,"-,100.000%",order_115302.PDF,29/9/2024,29522,20303.14,Borchard Lines,set shufersal 115302-20 (1).pdf,Delivered to Buyer,"Ardo, Belgium",9000024343,1890,
"10, 30  - Order: 000406-SHF [115448],Ardo, Belgium",8/1/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,"115448, 10, 115448, 30",1890,,יצא חש'.  יש הפרש קטן בין חש' ספק לחש' פריורטי,,7009.64,609.0942,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU 652840/2,40 FT.,EUR,10,10,Yes,Supplied to Buyer,1890,,20303.14,18144,"16,402.000",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Udi Stryk on 3 Jan, 2025",,"SI246000204, 10, 30  - Order: 000406-SHF [115448],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000204, 10, 30  - Order: 000406-SHF [115448],Ardo, Belgium",,10 | 30,19/12/2024,Supplied to Buyer | Shipping Not Started,Supplied to Buyer,"8,201.000",0,Order: 000406-SHF [115448],#914,"10  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000406-SHF [115448], 30  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000406-SHF [115448]",,Supplied to Buyer,Buyer,0.91,"-,100.000%",order_115448 (1).PDF,3/11/2024 | 1/12/2024,29561,20303.14,MSC,,Delivered to Buyer,"Ardo, Belgium",9000026822,18144,
"10  - Order: 000478-SHF [115490],Ardo, Belgium",27/5/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,1890,,,,,737.3835,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU 6524330,40 FT.,EUR,8,10,No,Partially Shipped,1890,,24579.45,,,Dry,0.00,0.00,0.00,0.00,1,0.00,"By Success Management on 18 May, 2025",Last  days,,,"By SmartSuite Automation on 21 May, 2025",,,10,9/5/2025,Supplied to Buyer,Partially Shipped,,0,Order: 000478-SHF [115490],#1372,"10  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",,Partially Shipped,Buyer,,"-,100.000%",115490.pdf | order num. 115490.pdf,11/5/2025,,24579.45,,"CO_print_92 2025 016421 115490-10 so 175987.pdf, set shufersal 115490-10 - so 175987.pdf",In Transit,"Ardo, Belgium",9000032592,,
"10  - Order: 000470-SHF [114402],Ardo, Belgium",30/7/2023,,Shufersal,,2095,,,,,862.8479999999998,3.00,"Ardo, Belgium  _ Shufersal",,,ZMOU5642410 ,40 FT.,EUR,8,10,No,Supplied to Buyer,2095,,28761.6,25140,,Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 14 Jan, 2025",,,,"By Udi Stryk on 20 Feb, 2025",,,10,12/7/2023,Supplied to Buyer,Supplied to Buyer,,0,Order: 000470-SHF [114402],#1227,"10  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000470-SHF [114402]",0.000,Supplied to Buyer,Buyer,0.91,"-,100.000%",order_114402.PDF,6/8/2023,,28761.6,,set 114402-10.pdf,In Transit,"Ardo, Belgium",9000005424 ,25140,
"10  - Order: 000464-SHF [115629],Ardo, Belgium",8/6/2025,,Shufersal,,1880,,,,,605.8713,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU6220791,40 FT.,EUR,8,10,No,Partially Shipped,1880,,20195.71,,,Dry,0.00,0.00,0.00,0.00,1,0.00,"By Success Management on 17 Jun, 2025",Last  days,,,"By Success Management on 17 Jun, 2025",,,10,21/5/2025,Supplied to Buyer,Partially Shipped,,0,Order: 000464-SHF [115629],#1387,"10  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000464-SHF [115629]",0.000,Partially Shipped,Buyer,,"-,100.000%",order_115629 (3).PDF,22/6/2025,,20195.71,,"CO_print_92 2025 017948 - so 171019.pdf, Set Shufersal 115629-10 - SO 171019.pdf",In Transit,"Ardo, Belgium",9000033099,,
"10  - Order: 000463-SHF [115506],Ardo, Belgium",1/4/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,2100,,,,,0.000,,,,,CAAU 400067/2,40 FT.,EUR,8,10,No,Partially Shipped,2100,,21147.84,,"21,142.800",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 17 Mar, 2025",,"20047, 10  - Order: 000463-SHF [115506],Ardo, Belgium",New,"By Success Management on 6 May, 2025","20047, 10  - Order: 000463-SHF [115506],Ardo, Belgium",,10,14/3/2025,Supplied to Buyer,Partially Shipped,"21,142.800",0,Order: 000463-SHF [115506],#1339,"10  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000463-SHF [115506]",,Partially Shipped,,,"-,100.000%",order_115506 (2).PDF,6/4/2025,29871,21147.84,,Billing Document - 9000030343 (1).pdf,Delivered to Buyer,"Ardo, Belgium",9000030343,,
"10  - Order: 000436-SHF [114819],Ardo, Belgium",10/2/2024,,Shufersal,,324,324,,,,669.5136,3.00,"Ardo, Belgium  _ Shufersal",,,ZMOU896357/4,40 FT.,EUR,8,10,No,Supplied to Buyer,0,,22317.12,0,,Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 14 Jan, 2025",,,,"By Success Management on 19 Jun, 2025",,,10,23/1/2024,Supplied to Buyer,Supplied to Buyer,,0,Order: 000436-SHF [114819],#1217,"10  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000436-SHF [114819]",,Supplied to Buyer,Buyer,,"-,100.000%",,18/2/2024,,22317.12,Zim,,In Transit,"Ardo, Belgium",9000012845,3888,3888
"10  - Order: 000421-SHF [114759],Ardo, Belgium",15/12/2023,,Shufersal,,1170,1170,,,,714.6144,3.00,"Ardo, Belgium  _ Shufersal",,,ZIMUANR-81065255,40 FT.,EUR,8,10,No,Supplied to Buyer,0,,23820.48,0,"27,114.520",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 12 Jan, 2025",,"SI246000016, 10  - Order: 000421-SHF [114759],Ardo, Belgium",New,"By Udi Stryk on 20 Feb, 2025","SI246000016, 10  - Order: 000421-SHF [114759],Ardo, Belgium",,10,27/11/2023,Supplied to Buyer,Supplied to Buyer,"23,820.480",0,Order: 000421-SHF [114759],#964,"10  _   000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]  _  Order: 000421-SHF [114759]",,Supplied to Buyer,Buyer,,"-,100.000%",order_114759.PDF,10/12/2023,,23820.48,Zim,Billing Document - 9000010796 - loaded ko.pdf,Delivered to Buyer,"Ardo, Belgium",9000010796,14040,14040
"10  - Order: 000420-SHF [114758],Ardo, Belgium",30/11/2023,,Shufersal,,2070,1920,,,,691.5455999999999,3.00,"Ardo, Belgium  _ Shufersal",,,ZMOU8856175,40 FT.,EUR,8,10,No,Completed,150,,23051.52,3960,"26,239.220",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 12 Jan, 2025",,"SI246000017, 10  - Order: 000420-SHF [114758],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000017, 10  - Order: 000420-SHF [114758],Ardo, Belgium",,10,12/11/2023,Supplied to Buyer,Completed,"23,051.520",0,Order: 000420-SHF [114758],#967,"10  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000420-SHF [114758]",,Completed,Buyer,,"-,100.000%",order_114758.PDF,24/12/2023,,23051.52,,nc set Shufersal 114758-10.pdf,Delivered to Buyer,"Ardo, Belgium",9000011178,28800,24840
"10  - Order: 000411-SHF [115048],Ardo, Belgium",2/4/2024,,Shufersal,,2070,2070,,,,721.3536,3.00,"Ardo, Belgium  _ Shufersal",,,TTNU8474278,40 FT.,EUR,8,10,No,Supplied to Buyer,0,,24045.12,0,"33,877.440",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 12 Jan, 2025",,"SI246000088, 10  - Order: 000411-SHF [115048],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000088, 10  - Order: 000411-SHF [115048],Ardo, Belgium",,10,15/3/2024,Supplied to Buyer,Supplied to Buyer,"29,694.600",0,Order: 000411-SHF [115048],#956,"10  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000411-SHF [115048]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115048.PDF,7/4/2024,,24045.12,LUCY BORCHARD,Set Shufersal 115048-10.pdf,Delivered to Buyer,"Ardo, Belgium",9000015240,24840,24840
"10  - Order: 000376-SHF [115290],Ardo, Belgium",,,Shufersal,,,,,,,0.000,3.00,"Ardo, Belgium  _ Shufersal",,,,40 FT.,EUR,18,10,No,Completed,,,,,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 13 Jan, 2025",,,,"By Udi Stryk on 20 Feb, 2025",,,10,,Supplied to Buyer,Completed,,0,Order: 000376-SHF [115290],#1210,"10  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000376-SHF [115290]",,Completed,Buyer,,"-,100.000%",order_115290.PDF,21/7/2024,,,,,In Transit,"Ardo, Belgium",,,
"10  - Order: 000359-SHF [115115],Ardo, Belgium",,,Shufersal,,,,,,,0.000,3.00,"Ardo, Belgium  _ Shufersal",,,,40 FT.,EUR,18,10,No,Completed,,,,,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 13 Jan, 2025",,,,"By Udi Stryk on 20 Feb, 2025",,,10,,Supplied to Buyer,Completed,,0,Order: 000359-SHF [115115],#1092,"10  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000359-SHF [115115]",,Completed,Buyer,,"-,100.000%",order_115115.PDF,15/5/2024,,,,,Delivered to Buyer,"Ardo, Belgium",,,
"10  - Order: 000329-SHF [114696],Ardo, Belgium",16/2/2024,,Shufersal,,2400,2400,,,,743.904,3.00,"Ardo, Belgium  _ Shufersal",,,SEKU9095171,40 FT.,EUR,8,10,No,Supplied to Buyer,0,,24796.8,0,"3,402.270",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 8 Jan, 2025",,"SI246000090, 10  - Order: 000329-SHF [114696],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000090, 10  - Order: 000329-SHF [114696],Ardo, Belgium",,10,29/1/2024,Supplied to Buyer,Supplied to Buyer,,0,Order: 000329-SHF [114696],#925,"10  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000329-SHF [114696]",,Supplied to Buyer,Buyer,1,"-,100.000%",Print data.PDF,25/2/2024,,24796.8,LUCY BORCHARD,"set shufersal 114696-10.pdf, Delivery Note_26050068432_26241005283.pdf",Delivered to Buyer,"Ardo, Belgium",9000013068,28800,28800
"10  - Order: 000328-SHF [114675],Ardo, Belgium",5/1/2024,,Shufersal,,2310,2400,,,,771.7248,3.00,"Ardo, Belgium  _ Shufersal",,,ZMOU882795/8​,40 FT.,EUR,8,10,No,Supplied to Buyer,-90,,25724.16,-1080,"25,724.160",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 9 Jan, 2025",,", 10  - Order: 000328-SHF [114675],Ardo, Belgium",New,"By Udi Stryk on 20 Feb, 2025",", 10  - Order: 000328-SHF [114675],Ardo, Belgium",,10,18/12/2023,Supplied to Buyer,Supplied to Buyer,"25,724.160",0,Order: 000328-SHF [114675],#940,"10  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000328-SHF [114675]",,Supplied to Buyer,Buyer,,"-,100.000%",order_114675.PDF,3/12/2023,,25724.16,Zim,"CO_print_92 2023 040442.pdf, set shufersal 114675.pdf",Delivered to Buyer,"Ardo, Belgium",9000011494,27720,28800
"10  - Order: 000314-SHF [115550],Ardo, Belgium",28/1/2025,,Shufersal,,32,,יצא חש' SI256000015,,,728.0199,3.00,"Ardo, Belgium  _ Shufersal",,,CXRU131633/9,40 FT.,EUR,8,10,No,Completed,32,,24267.33,1866,,Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 4 Feb, 2025",,,,"By Success Management on 19 Jun, 2025",,,10,10/1/2025,Supplied to Buyer,Completed,,0,Order: 000314-SHF [115550],#1276,"10  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000314-SHF [115550]",,Completed,Buyer,,"-,100.000%",הזמנת רכש 0000115550.PDF,19/1/2025,,24267.33,,"CO_print_92 2025 001761.pdf, set Shufersal 115550-10 - so 144478.pdf",Delivered to Buyer,"Ardo, Belgium",9000027513,1866,
"10  - Order: 000217-SHF [115501],Ardo, Belgium",2/12/2024,,Shufersal,,30,,,,,676.7711999999999,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU6529841​,40 FT.,EUR,8,10,No,Supplied to Buyer,30,,22559.04,2100,"47,133.450",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 29 Jan, 2025",,", 10  - Order: 000217-SHF [115501],Ardo, Belgium | SI256000001, 10  - Order: 000217-SHF [115501],Ardo, Belgium",New | New,"By Udi Stryk on 20 Feb, 2025",", 10  - Order: 000217-SHF [115501],Ardo, Belgium, SI256000001, 10  - Order: 000217-SHF [115501],Ardo, Belgium",,10,14/11/2024,Supplied to Buyer,Supplied to Buyer,"47,133.450",0,Order: 000217-SHF [115501],#1263,"10  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000217-SHF [115501]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115501.PDF,8/12/2024,,22559.04,,"CO_print_92 2024 040787.pdf, set Shufersal 115501-10 - so 124092.pdf",Delivered to Buyer,"Ardo, Belgium",9000025123​,2100,
"10  - Order: 000205-SHF [115457],Ardo, Belgium",30/1/2025,Next 30 days,Shufersal,,90,90,,,,33.922799999999995,3.00,"Ardo, Belgium  _ Shufersal",,,TTNU847551/0,40 FT.,EUR,18,10,No,Completed,0,,1130.76,,"24,927.480",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 14 Jan, 2025",,"SI256000014, 10  - Order: 000205-SHF [115457],Ardo, Belgium70  - Order: 000406-SHF [115448],Ardo, Belgium",New,"By Udi Stryk on 20 Feb, 2025","SI256000014, 10  - Order: 000205-SHF [115457],Ardo, Belgium70  - Order: 000406-SHF [115448],Ardo, Belgium",,10,2/1/2025,Supplied to Buyer,Completed,"24,927.480",0,Order: 000205-SHF [115457],#1235,"10  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000205-SHF [115457]",,Completed,Buyer,0.91,"-,100.000%",order num. 115457.pdf,17/11/2024,,1130.76,Zim,set Shufersal 115457-10 - so 133574.pdf,Delivered to Buyer,"Ardo, Belgium",9000027198,,
"10  - Order: 000185-SHF [115337],Ardo, Belgium",6/7/2024,,Shufersal,,2340,2340,הופק חש' בפריורטי עבור כמה הזמנות יחד. לבדוק ממה ההפרש נובע,,,881.9928,3.00,"Ardo, Belgium  _ Shufersal",,,CAAU4028495,40 FT.,EUR,8,10,No,Supplied to Buyer,0,,29399.76,0,"169,629.140",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 11 Jan, 2025",,"SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",,10,18/6/2024,Supplied to Buyer,Supplied to Buyer,"148,184.770",1,Order: 000185-SHF [115337],#947,"10  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000185-SHF [115337]",,Supplied to Buyer,Buyer,1,"-,100.000%",order_115337.PDF,18/8/2024,,29399.76,LUCY BORCHARD,93571.pdf,Delivered to Buyer,"Ardo, Belgium",93571,35100,35100
"10  - Order: 000171-SHF [115302],Ardo, Belgium",30/9/2024,,Shufersal,"115302, 10",24300,24300,,,,610.6104,3.00,"Ardo, Belgium  _ Shufersal",,,SEGU922505/4​,40 FT.,EUR,9,8,Yes,Completed,0,,20353.68,0,"23,323.140",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 29 Oct, 2024",,"SI246000194, 10  - Order: 000171-SHF [115302],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000194, 10  - Order: 000171-SHF [115302],Ardo, Belgium",,10,13/9/2024,Supplied to Buyer,Completed,"20,353.680",0,Order: 000171-SHF [115302],#851,"10  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000171-SHF [115302]",,Completed,Buyer,1,"-,100.000%",order_115302.PDF,15/9/2024,29481,20353.68,Borchard Lines,"set Shufersal 115302-10.pdf, Billing Document - 9000022439.pdf, DRAFT BORUWAM169ANHF03.pdf, Ardo - Delivery Note.pdf, Shufersal - Allergen declaration - Walnut Kernel 150 gr - 08.06.2023.docx",Delivered to Buyer,"Ardo, Belgium",9000022439,24300,24300
"10  - Order: 000170-SHF [115368],Ardo, Belgium",9/9/2024,,Shufersal,"115368, 10",2070,2070,,,,714.1998,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU645658/1,40 FT.,EUR,10,10,Yes,Completed,0,,23806.66,0,"169,629.140",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 29 Oct, 2024",,"SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",,10,20/8/2024,Supplied to Buyer,Completed,"148,184.770",0,Order: 000170-SHF [115368],#860,"10  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000170-SHF [115368]",0.000,Completed,Buyer,1,"-,100.000%",order num. 115368.pdf,22/9/2024,29430,23806.66,LUCY BORCHARD,full set SO 93820 - 115368 Shufersal Ltd.pdf,Delivered to Buyer,"Ardo, Belgium",93820 / 9000021433,24840,24840
