Order Line Item ID,Requested Delivery Date,Shipping,Buyer's company,Supplier,Commission Invoice Status,Purchase Order files,Departure Date estimation (Port),Est. freight Length (Days),Est. Shipping days to destination,Reminder Before Shipping date,2nd Reminder before Shipping date,Subtotal,Ordered units Per Line,Product,Proposal,Ports delays (Days),Order Line Confirmation date,Unit Wholesale Price (latest),Units Per Carton,Units per Carton (Num.),Warehouse Delivery lead time (Work Days),Product barcode,Ordered crt. per line,Status & Date,Last Updated,Estimated Days of Arrival,Detect the Delay,Delay?,Created By,Open Comments,# of Cartons Ordered,Days remaining till Requested Date,Est. Shipping days to destination (No.),Estimated Arrival Date,First Created,Invoice ID,Invoice Status,Invoice/ Receivable files,Loading Start/Commercial invoice DATE,Notes,Order,Order line ID,Port of Loading,Price per carton,Purchase order Line #,Status,Updated Delivery Date
"10  _   000279 - Refined Sunflower Oil, 5 Litters. [Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey][ProPlus]  _  Order: 000469-SHF [115110]",18/2/2024,"10  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Shufersal,,Paid,order_115110.PDF,31/1/2024,8,18,10/1/2024,23/1/2024,0.000,10944,"000279 - Refined Sunflower Oil, 5 Litters. [Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey][ProPlus]",,10,2/12/2023,,4,4,50,,2736,18/2/2024 (Supplied to Buyer),"By Success Management on 14 Jan, 2025",Requested Date has passed,We have a delay😡,No Delay,Success Management,0,2736,-491,8,13/4/2024,"By Success Management on 14 Jan, 2025 at 9:49 AM","SI246000093, 10  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,,26/3/2024,,Order: 000469-SHF [115110],#1740,,0.000,10,Supplied to Buyer,18/2/2024
"20  _   000279 - Refined Sunflower Oil, 5 Litters. [Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey][ProPlus]  _  Order: 000469-SHF [115110]",17/3/2024,"20, 30  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Shufersal,,Paid,order_115110.PDF,28/2/2024,8,18,7/2/2024,20/2/2024,0.000,10944,"000279 - Refined Sunflower Oil, 5 Litters. [Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey][ProPlus]",,10,30/12/2023,,4,4,50,,2736,17/3/2024 (Supplied to Buyer),"By Success Management on 14 Jan, 2025",Requested Date has passed,We have a delay😡,No Delay,Success Management,0,2736,-463,8,5/4/2024,"By Success Management on 14 Jan, 2025 at 9:50 AM","246000094SI, 20, 30  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,,18/3/2024,,Order: 000469-SHF [115110],#1741,,0.000,20,Supplied to Buyer,17/3/2024
"30  _   000279 - Refined Sunflower Oil, 5 Litters. [Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey][ProPlus]  _  Order: 000469-SHF [115110]",14/4/2024,"20, 30  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Shufersal,,Paid,order_115110.PDF,27/3/2024,8,18,6/3/2024,19/3/2024,0.000,5472,"000279 - Refined Sunflower Oil, 5 Litters. [Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey][ProPlus]",,10,27/1/2024,,4,4,50,,1368,14/4/2024 (Supplied to Buyer),"By Success Management on 14 Jan, 2025",Requested Date has passed,Requested Date hasn't arrived yet,No Delay,Success Management,0,1368,-435,8,5/4/2024,"By Success Management on 14 Jan, 2025 at 9:51 AM","246000094SI, 20, 30  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,,18/3/2024,,Order: 000469-SHF [115110],#1743,,0.000,30,Supplied to Buyer,14/4/2024
"10  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000470-SHF [114402]",6/8/2023,"10  - Order: 000470-SHF [114402],Ardo, Belgium",Shufersal,"Ardo, Belgium",,order_114402.PDF,19/7/2023,8,18,28/6/2023,11/7/2023,0.000,25200,"000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,20/5/2023,,12,12,50,7296073173212,2100,6/8/2023 (Supplied to Buyer),"By Success Management on 14 Jan, 2025",Requested Date has passed,Requested Date hasn't arrived yet,No Delay,Success Management,0,2100,-687,8,30/7/2023,"By Success Management on 14 Jan, 2025 at 10:57 AM",,,,12/7/2023,,Order: 000470-SHF [114402],#1744,"Zeebrugge, Belgium.",0.000,10,Supplied to Buyer,6/8/2023
"20  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000470-SHF [114402]",6/8/2023,"20  - Order: 000470-SHF [114402],Ardo, Belgium",Shufersal,"Ardo, Belgium",,order_114402.PDF,19/7/2023,8,18,28/6/2023,11/7/2023,0.000,28365,"000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,20/5/2023,,14,15,50,7296073173205,1891,6/8/2023 (Supplied to Buyer),"By Success Management on 14 Jan, 2025",Requested Date has passed,We have a delay😡,No Delay,Success Management,0,1891,-687,8,13/8/2023,"By Success Management on 14 Jan, 2025 at 10:59 AM",,,,26/7/2023,,Order: 000470-SHF [114402],#1745,"Zeebrugge, Belgium.",0.000,20,Supplied to Buyer,6/8/2023
"10  _   000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal]  _  Order: 000471-SHF [114507]",6/8/2023,"10, 20  - Order: 000471-SHF [114507],Balconi, Italy",Shufersal,"Balconi, Italy",,order_114507.PDF,19/7/2023,8,18,28/6/2023,11/7/2023,0.000,15840,"000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal]",,10,20/5/2023,,10,10,50,7296073226536,1584,6/8/2023 (Supplied to Buyer),"By Success Management on 14 Jan, 2025",Requested Date has passed,We have a delay😡,No Delay,Success Management,0,1584,-687,8,18/8/2023,"By Success Management on 14 Jan, 2025 at 11:26 AM",,,,31/7/2023,,Order: 000471-SHF [114507],#1746,,0.000,10,Supplied to Buyer,6/8/2023
"20  _   000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal]  _  Order: 000471-SHF [114507]",6/8/2023,,Shufersal,"Balconi, Italy",,order_114507.PDF,19/7/2023,8,18,28/6/2023,11/7/2023,0.000,8640,"000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal]","wafer cubes, balconi, Yochananof- Balconi, Italy",10,20/5/2023,,10,10,50,7296073226529,864,6/8/2023 (Supplied to Buyer),"By Udi Stryk on 15 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,864,-687,,,"By Success Management on 14 Jan, 2025 at 11:27 AM",,,,,,Order: 000471-SHF [114507],#1747,Genoa,0.000,20,Supplied to Buyer,6/8/2023
"10  _   000348 - Parsnip sweet potato&beetroot chips 85gr [Viube/Grupo Apex/ Mikso, Spain][Shufersal]  _  Order: 000344-SHF [115144]",12/2/2024,,Shufersal,"Viube/Grupo Apex/ Mikso, Spain",,order_115144.PDF,25/1/2024,8,18,4/1/2024,17/1/2024,,4200,"000348 - Parsnip sweet potato&beetroot chips 85gr [Viube/Grupo Apex/ Mikso, Spain][Shufersal]","Vegetable chips 85gr, Shufersal- Viube/Grupo Apex/ Mikso, Spain",10,26/11/2023,,12,,50,7296073406617,350,12/2/2024 (Supplied to Buyer),"By Udi Stryk on 28 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Operation Manager,0,,-497,,,"By Operation Manager on 14 Jan, 2025 at 8:23 PM",,,,,,Order: 000344-SHF [115144],#1750,,,10,Supplied to Buyer,12/2/2024
1  _     _  Order: 000456-SHF [Adanim ],10/9/2024,,Shufersal,,,,23/8/2024,8,18,2/8/2024,15/8/2024,,,,,10,24/6/2024,,,,50,,,10/9/2024 (Supplied to Buyer),"By Udi Stryk on 15 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Udi Stryk,0,,-286,,,"By Udi Stryk on 15 Jan, 2025 at 7:34 PM",,,,,,Order: 000456-SHF [Adanim ],#1751,,,1,Supplied to Buyer,10/9/2024
"10  _   000068 - tomatoes
  gnocchi 500gr [Ciemme, Italy][Shufersal]  _  Order: 000473-SHF [114901]",18/2/2024,,Shufersal,"Ciemme, Italy",,order_114901.PDF,31/1/2024,8,18,10/1/2024,23/1/2024,0.000,1800,"000068 - tomatoes
  gnocchi 500gr [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,2/12/2023,,12,12,50,7296073291930,150,18/2/2024 (Supplied to Buyer),"By Success Management on 16 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,150,-491,,,"By Success Management on 16 Jan, 2025 at 11:07 AM",,,,,,Order: 000473-SHF [114901],#1752,,0.000,10,Supplied to Buyer,18/2/2024
"20  _   000069 - spinach
  gnocchi 500gr [Ciemme, Italy][Shufersal]  _  Order: 000473-SHF [114901]",18/2/2024,,Shufersal,"Ciemme, Italy",,order_114901.PDF,31/1/2024,8,18,10/1/2024,23/1/2024,0.000,1800,"000069 - spinach
  gnocchi 500gr [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,2/12/2023,,12,12,50,7296073291947,150,18/2/2024 (Supplied to Buyer),"By Success Management on 16 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,150,-491,,,"By Success Management on 16 Jan, 2025 at 11:10 AM",,,,,,Order: 000473-SHF [114901],#1753,,0.000,20,Supplied to Buyer,18/2/2024
"30  _   000101 - Potato gnocchi 500gr [Ciemme, Italy][Shufersal]  _  Order: 000473-SHF [114901]",18/2/2024,,Shufersal,"Ciemme, Italy",,order_114901.PDF,31/1/2024,8,18,10/1/2024,23/1/2024,0.000,18000,"000101 - Potato gnocchi 500gr [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,2/12/2023,,,12,50,7296073291916,1500,18/2/2024 (Supplied to Buyer),"By Success Management on 16 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,1500,-491,,,"By Success Management on 16 Jan, 2025 at 11:12 AM",,,,,,Order: 000473-SHF [114901],#1754,,0.000,30,Supplied to Buyer,18/2/2024
"40  _   000071 - mini
  potato gnocchi 500gr [Ciemme, Italy][Shufersal]  _  Order: 000473-SHF [114901]",18/2/2024,,Shufersal,"Ciemme, Italy",,order_114901.PDF,31/1/2024,8,18,10/1/2024,23/1/2024,0.000,8400,"000071 - mini
  potato gnocchi 500gr [Ciemme, Italy][Shufersal]","Potato Gnocchi - with/ without gluten, Shufersal- Ciemme, Italy",10,2/12/2023,,12,12,50,7296073291923,700,18/2/2024 (Supplied to Buyer),"By Success Management on 16 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,700,-491,,,"By Success Management on 16 Jan, 2025 at 11:13 AM",,,,,,Order: 000473-SHF [114901],#1755,,0.000,40,Supplied to Buyer,18/2/2024
"10  _   000027 - Gluten free spaghetti [Pastificio Mennucci S.P.A, Italy][]  _  Order: 000476-SHF [115594]",20/4/2025,,Shufersal,,,order_115594.PDF | order num. 115594.pdf,2/4/2025,8,18,12/3/2025,25/3/2025,0.000,6120,"000027 - Gluten free spaghetti [Pastificio Mennucci S.P.A, Italy][]",,10,1/2/2025,0.890,12,,50,7296073630890,510,20/4/2025 (Supplied to Buyer),"By SmartSuite Automation on 23 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-64,,,"By Success Management on 21 Jan, 2025 at 10:43 AM",,,,,,Order: 000476-SHF [115594],#1762,,0.000,10,Supplied to Buyer,20/4/2025
"20  _   000028 - Gluten free fusilli [Pastificio Mennucci S.P.A, Italy][]  _  Order: 000476-SHF [115594]",20/4/2025,,Shufersal,,,order_115594.PDF | order num. 115594.pdf,2/4/2025,8,18,12/3/2025,25/3/2025,0.000,8640,"000028 - Gluten free fusilli [Pastificio Mennucci S.P.A, Italy][]",,10,1/2/2025,0.890,12,,50,7296073630906,720,20/4/2025 (Supplied to Buyer),"By Success Management on 8 May, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-64,,,"By Success Management on 21 Jan, 2025 at 10:45 AM",,,,,,Order: 000476-SHF [115594],#1763,,0.000,20,Supplied to Buyer,20/4/2025
"30  _   000026 - penne gluten free 400 gr [Pastificio Mennucci S.P.A, Italy][Shufersal]  _  Order: 000476-SHF [115594]",20/4/2025,,Shufersal,,,order_115594.PDF | order num. 115594.pdf,2/4/2025,8,18,12/3/2025,25/3/2025,0.000,6912,"000026 - penne gluten free 400 gr [Pastificio Mennucci S.P.A, Italy][Shufersal]",,10,1/2/2025,0.890,12,,50,7296073630913,576,20/4/2025 (Supplied to Buyer),"By Success Management on 8 May, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-64,,,"By Success Management on 21 Jan, 2025 at 11:08 AM",,,,,,Order: 000476-SHF [115594],#1764,,0.000,30,Supplied to Buyer,20/4/2025
"10  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",11/5/2025,,Shufersal,"Ardo, Belgium",,115490.pdf | order num. 115490.pdf,23/4/2025,8,18,2/4/2025,15/4/2025,,28800,"000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,22/2/2025,,14,,50,7296073173205,1920,11/5/2025 (Supplied to Buyer),"By SmartSuite Automation on 23 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-43,,,"By Success Management on 21 Jan, 2025 at 2:55 PM",,,,,,Order: 000478-SHF [115490],#1765,"Zeebrugge, Belgium.",,10,Supplied to Buyer,11/5/2025
"20  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",11/5/2025,,Shufersal,"Ardo, Belgium",,115490.pdf | order num. 115490.pdf,23/4/2025,8,18,2/4/2025,15/4/2025,,24840,"000054 - GREEN PEAS [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,22/2/2025,,12,,50,7296073224891,3070,11/5/2025 (Shipping Not Started),"By Success Management on 21 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,Delay,Success Management,0,,-43,,,"By Success Management on 21 Jan, 2025 at 2:57 PM",,,,,,Order: 000478-SHF [115490],#1766,"Zeebrugge, Belgium.",,20,Shipping Not Started,11/5/2025
"40  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",18/5/2025,,Shufersal,"Ardo, Belgium",,115490.pdf | order num. 115490.pdf,30/4/2025,8,18,9/4/2025,22/4/2025,,25200,"000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]",,10,1/3/2025,,12,,50,7296073173212,2100,18/5/2025 (Shipping Not Started),"By Success Management on 21 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,Delay,Success Management,0,,-36,,,"By Success Management on 21 Jan, 2025 at 2:59 PM",,,,,,Order: 000478-SHF [115490],#1767,,,40,Shipping Not Started,18/5/2025
"30  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",18/5/2025,,Shufersal,"Ardo, Belgium",,115490.pdf | order num. 115490.pdf,30/4/2025,8,18,9/4/2025,22/4/2025,,35100,"000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,1/3/2025,,15,,50,7296073173199,2340,18/5/2025 (Shipping Not Started),"By Success Management on 21 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,Delay,Success Management,0,,-36,,,"By Success Management on 21 Jan, 2025 at 3:01 PM",,,,,,Order: 000478-SHF [115490],#1768,"Zeebrugge, Belgium.",,30,Shipping Not Started,18/5/2025
"50  _   000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",18/5/2025,,Shufersal,"Ardo, Belgium",,115490.pdf | order num. 115490.pdf,30/4/2025,8,18,9/4/2025,22/4/2025,,28080,"000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,1/3/2025,,12,,50,7296073224907,2340,18/5/2025 (Shipping Not Started),"By Success Management on 21 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,Delay,Success Management,0,,-36,,,"By Success Management on 21 Jan, 2025 at 3:02 PM",,,,,,Order: 000478-SHF [115490],#1769,"Zeebrugge, Belgium.",,50,Shipping Not Started,18/5/2025
"60  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",25/5/2025,,Shufersal,"Ardo, Belgium",,115490.pdf | order num. 115490.pdf,7/5/2025,8,18,16/4/2025,29/4/2025,,28800,"000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,8/3/2025,,12,,50,7296073173229,2400,25/5/2025 (Shipping Not Started),"By Success Management on 21 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,Delay,Success Management,0,,-29,,,"By Success Management on 21 Jan, 2025 at 3:09 PM",,,,,,Order: 000478-SHF [115490],#1770,"Zeebrugge, Belgium.",,60,Shipping Not Started,25/5/2025
"70  _   000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",2/11/2025,,Shufersal,"Ardo, Belgium",,115490.pdf | order num. 115490.pdf,15/10/2025,8,18,24/9/2025,7/10/2025,,28080,"000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,16/8/2025,,12,,50,7296073224907,2340,2/11/2025 (Shipping Not Started),"By Success Management on 21 Jan, 2025",Requested Date in 132 days,Shipping Record is Missing❗,No Delay,Success Management,0,,132,,,"By Success Management on 21 Jan, 2025 at 3:11 PM",,,,,,Order: 000478-SHF [115490],#1771,"Zeebrugge, Belgium.",,70,Shipping Not Started,2/11/2025
"80  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",7/12/2025,,Shufersal,"Ardo, Belgium",,115490.pdf | order num. 115490.pdf,19/11/2025,8,18,29/10/2025,11/11/2025,,28800,"000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]","Frozen Vegetables, Shufersal- Ardo, Belgium",10,20/9/2025,,12,,50,7296073173229,2400,7/12/2025 (Shipping Not Started),"By Success Management on 21 Jan, 2025",Requested Date in 167 days,Shipping Record is Missing❗,No Delay,Success Management,0,,167,,,"By Success Management on 21 Jan, 2025 at 3:12 PM",,,,,,Order: 000478-SHF [115490],#1772,"Zeebrugge, Belgium.",,80,Shipping Not Started,7/12/2025
"30  _   000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]  _  Order: 000313-SHF [115410]",17/11/2024,,Shufersal,"La Doria, Italy",,order_115410.pdf | order num. 115410.pdf,30/10/2024,8,18,9/10/2024,22/10/2024,0.000,46890,"000340 - blake beans in brine 380 gr [La Doria, Italy][Shufersal]","Legumes in Conerves, Shufersal- La Doria, Italy",10,31/8/2024,0.340,,,50,7296073497226,3915,17/11/2024 (Shipping Not Started),"By Operation Manager on 26 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,Delay,Operation Manager,0,,-218,,,"By Operation Manager on 26 Jan, 2025 at 9:08 AM",,,,,,Order: 000313-SHF [115410],#1781,,0.000,30,Shipping Not Started,17/11/2024
"10  _   000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal]  _  Order: 000489-SHF [115491]",4/5/2025,,Shufersal,"Balconi, Italy",,order_115491 (1).PDF,16/4/2025,8,18,26/3/2025,8/4/2025,,17220,"000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal]","wafer cubes, balconi, Yochananof- Balconi, Italy",10,15/2/2025,,10,,50,7296073226536,1722,4/5/2025 (Supplied to Buyer),"By SmartSuite Automation on 23 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-50,,,"By Success Management on 28 Jan, 2025 at 11:14 AM",,,,,,Order: 000489-SHF [115491],#1790,Genoa,,10,Supplied to Buyer,4/5/2025
"20  _   000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal]  _  Order: 000489-SHF [115491]",4/5/2025,,Shufersal,"Balconi, Italy",,order_115491 (1).PDF,16/4/2025,8,18,26/3/2025,8/4/2025,,7500,"000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal]","wafer cubes, balconi, Yochananof- Balconi, Italy",10,15/2/2025,,10,,50,7296073226529,750,4/5/2025 (Shipping Not Started),"By Success Management on 28 Jan, 2025",Requested Date has passed,Shipping Record is Missing❗,Delay,Success Management,0,,-50,,,"By Success Management on 28 Jan, 2025 at 11:18 AM",,,,,,Order: 000489-SHF [115491],#1791,Genoa,,20,Shipping Not Started,4/5/2025
"30  _   000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal]  _  Order: 000489-SHF [115491]",13/7/2025,,Shufersal,"Balconi, Italy",,order_115491 (1).PDF,25/6/2025,,,4/6/2025,17/6/2025,,,"000039 - wafer cubes hazel nuts 250 gr [Balconi, Italy][Shufersal]","wafer cubes, balconi, Yochananof- Balconi, Italy",,26/4/2025,,,,,7296073226536,,13/7/2025 (Shipping Not Started),"By Success Management on 28 Jan, 2025",Requested Date in 20 days,Shipping Record is Missing❗,No Delay,Success Management,0,,,,,"By Success Management on 28 Jan, 2025 at 11:20 AM",,,,,,Order: 000489-SHF [115491],#1792,Genoa,,,Shipping Not Started,13/7/2025
"40  _   000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal]  _  Order: 000489-SHF [115491]",13/7/2025,,Shufersal,"Balconi, Italy",,order_115491 (1).PDF,25/6/2025,,,4/6/2025,17/6/2025,,,"000040 - wafer cubes chocolate 250 gr [Balconi, Italy][Shufersal]","wafer cubes, balconi, Yochananof- Balconi, Italy",,26/4/2025,,,,,7296073226529,,13/7/2025 (Shipping Not Started),"By Success Management on 28 Jan, 2025",Requested Date in 20 days,Shipping Record is Missing❗,No Delay,Success Management,0,,,,,"By Success Management on 28 Jan, 2025 at 11:22 AM",,,,,,Order: 000489-SHF [115491],#1793,Genoa,,,Shipping Not Started,13/7/2025
"10  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514]",16/3/2025,,Shufersal,,,order_115514.PDF | order num. 115514.pdf,26/2/2025,8,18,5/2/2025,18/2/2025,0.000,13596,"000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]",,10,28/12/2024,0.820,12,,50,7296073180425,1133,16/3/2025 (Supplied to Buyer),"By SmartSuite Automation on 23 Feb, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-99,,,"By Success Management on 2 Feb, 2025 at 9:32 AM",,,,,,Order: 000498-SHF [115514],#1804,,0.000,10,Supplied to Buyer,16/3/2025
"20  _   000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514]",16/3/2025,,Shufersal,,,order_115514.PDF | order num. 115514.pdf,26/2/2025,8,18,5/2/2025,18/2/2025,0.000,28728,"000106 - TOMATO PASTA SAUCE WITH BASILICO 350 G [La Doria, Italy][Shufersal]",,10,28/12/2024,0.820,12,,50,7296073180432,2394,16/3/2025 (Supplied to Buyer),"By Success Management on 8 May, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-99,,,"By Success Management on 2 Feb, 2025 at 9:51 AM",,,,,,Order: 000498-SHF [115514],#1805,,0.000,20,Supplied to Buyer,16/3/2025
"30  _   000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514]",16/3/2025,,Shufersal,,,order_115514.PDF | order num. 115514.pdf,26/2/2025,8,18,5/2/2025,18/2/2025,0.000,20424,"000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]",,10,28/12/2024,0.820,12,,50,7296073180449 ,1702,16/3/2025 (Supplied to Buyer),"By Success Management on 8 May, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-99,,,"By Success Management on 2 Feb, 2025 at 9:54 AM",,,,,,Order: 000498-SHF [115514],#1806,,0.000,30,Supplied to Buyer,16/3/2025
"40  _   000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514]",16/3/2025,,Shufersal,,,order_115514.PDF | order num. 115514.pdf,26/2/2025,8,18,5/2/2025,18/2/2025,0.000,12852,"000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]",,10,28/12/2024,0.820,12,,50,7296073529934,1071,16/3/2025 (Supplied to Buyer),"By Success Management on 8 May, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-99,,,"By Success Management on 2 Feb, 2025 at 9:56 AM",,,,,,Order: 000498-SHF [115514],#1807,,0.000,40,Supplied to Buyer,16/3/2025
"10  _   000100 - double cookey gluten free / Green Sandwich Cookie [Coppenrath Feingebäck GmbH, Germany][Shufersal]  _  Order: 000538-SHF [115820]",24/8/2025,,Shufersal,"Coppenrath Feingebäck GmbH, Germany",,order_115820.PDF,6/8/2025,8,18,16/7/2025,29/7/2025,24139.499999999996,14630,"000100 - double cookey gluten free / Green Sandwich Cookie [Coppenrath Feingebäck GmbH, Germany][Shufersal]","double cookey gluten free, Shufersal- Coppenrath Feingebäck GmbH, Germany",10,7/6/2025,1.650,12,7,50,7296073243342,2090,24/8/2025 (Shipping Not Started),"By Success Management on 8 May, 2025",Requested Date in 62 days,Shipping Record is Missing❗,No Delay,Success Management,0,2090,62,,,"By Success Management on 8 May, 2025 at 12:22 PM",,,,,,Order: 000538-SHF [115820],#1887,N/A (No information about the closest seaport).,11.549999999999999,10,Shipping Not Started,
"50  _   000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]  _  Order: 000498-SHF [115514]",14/4/2025,,Shufersal,,,order_115514.PDF | order num. 115514.pdf,27/3/2025,8,18,6/3/2025,19/3/2025,0.000,9072,"000107 - TOMATO PASTA SAUCE GARLIC 350 GR. [La Doria, Italy][Shufersal]",,10,26/1/2025,0.820,12,,50,7296073180425,756,14/4/2025 (Supplied to Buyer),"By Success Management on 19 Jun, 2025",Requested Date has passed,Shipping Record is Missing❗,No Delay,Success Management,0,,-70,,,"By Success Management on 3 Feb, 2025 at 9:03 AM",,,,,,Order: 000498-SHF [115514],#1808,,0.000,50,Supplied to Buyer,14/4/2025
